cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
conical,medium,fibrous,cinnamon,bruises,musty,descending,close,narrow,white,tapering,equal,smooth,silky,pink,buff,partial,brown,two,pendant,buff,cinnamon,scattered,leaves,medium,medium,high,medium,0
convex,small,fibrous,white,bruises,anise,notched,close,broad,red,tapering,rooted,silky,scaly,gray,buff,partial,white,none,flaring,white,gray,scattered,woods,high,low,low,low,2
conical,large,grooves,pink,bruises,pungent,attached,crowded,broad,chocolate,enlarging,rooted,silky,fibrous,yellow,cinnamon,universal,orange,two,large,brown,purple,solitary,woods,low,high,medium,high,2
convex,large,grooves,red,no,pungent,attached,close,narrow,yellow,tapering,rooted,scaly,silky,brown,yellow,universal,orange,one,none,purple,yellow,abundant,leaves,high,low,medium,low,3
flat,medium,grooves,gray,bruises,foul,descending,crowded,broad,brown,enlarging,rhizomorphs,scaly,silky,pink,brown,partial,orange,none,none,yellow,red,several,woods,high,low,low,high,1
conical,large,smooth,red,bruises,fishy,free,distant,narrow,black,tapering,bulbous,fibrous,scaly,pink,brown,partial,yellow,none,evanescent,brown,gray,clustered,grasses,high,low,medium,low,2
convex,medium,smooth,gray,bruises,foul,descending,distant,narrow,chocolate,tapering,rooted,fibrous,silky,brown,brown,universal,brown,two,pendant,green,red,abundant,grasses,medium,low,medium,high,0
sunken,large,grooves,gray,bruises,foul,descending,crowded,broad,brown,tapering,equal,smooth,smooth,pink,red,universal,orange,two,evanescent,chocolate,purple,solitary,urban,high,high,low,medium,0
bell,large,fibrous,white,bruises,musty,attached,crowded,broad,yellow,enlarging,rooted,silky,scaly,red,gray,partial,white,one,large,chocolate,red,clustered,woods,medium,high,medium,low,2
convex,medium,fibrous,gray,no,fishy,free,crowded,narrow,yellow,tapering,cup,smooth,scaly,brown,gray,partial,brown,two,zone,chocolate,green,scattered,meadows,low,low,high,low,2
sunken,small,smooth,pink,bruises,none,descending,distant,narrow,red,tapering,rooted,fibrous,fibrous,red,buff,partial,brown,two,sheathing,white,green,solitary,grasses,high,medium,high,medium,3
flat,large,fibrous,purple,no,pungent,notched,crowded,broad,brown,enlarging,rhizomorphs,scaly,fibrous,cinnamon,brown,universal,yellow,none,none,white,yellow,several,urban,high,low,medium,medium,1
sunken,small,smooth,white,bruises,almond,attached,crowded,narrow,green,enlarging,missing,silky,silky,cinnamon,pink,partial,white,none,evanescent,orange,purple,abundant,grasses,low,medium,medium,low,0
sunken,small,fibrous,purple,bruises,fishy,descending,crowded,narrow,buff,tapering,missing,silky,smooth,orange,red,partial,white,one,flaring,orange,white,scattered,leaves,low,high,high,low,3
convex,large,grooves,cinnamon,bruises,spicy,attached,crowded,broad,yellow,tapering,rhizomorphs,fibrous,scaly,pink,buff,partial,brown,two,none,black,yellow,several,woods,medium,low,low,high,1
conical,small,fibrous,pink,bruises,foul,notched,close,broad,brown,enlarging,cup,silky,fibrous,buff,cinnamon,universal,brown,none,flaring,white,brown,several,urban,low,medium,high,medium,0
conical,large,smooth,cinnamon,bruises,none,notched,distant,broad,black,tapering,club,silky,smooth,yellow,gray,universal,yellow,two,evanescent,orange,red,clustered,grasses,medium,high,low,high,3
knobbed,small,smooth,purple,bruises,none,descending,distant,broad,green,tapering,rooted,smooth,fibrous,pink,pink,partial,white,two,large,chocolate,yellow,several,urban,medium,high,low,medium,3
sunken,medium,grooves,brown,no,foul,descending,crowded,broad,gray,enlarging,club,smooth,silky,gray,cinnamon,universal,orange,none,none,purple,cinnamon,numerous,meadows,medium,high,high,medium,3
knobbed,small,fibrous,buff,bruises,anise,notched,distant,broad,black,enlarging,cup,smooth,scaly,white,brown,partial,white,one,zone,chocolate,cinnamon,clustered,urban,high,high,medium,medium,0
convex,small,fibrous,purple,bruises,fishy,attached,distant,narrow,purple,enlarging,club,silky,silky,gray,red,universal,orange,two,evanescent,yellow,brown,abundant,waste,low,low,high,medium,2
flat,large,grooves,red,no,none,descending,distant,broad,orange,enlarging,missing,fibrous,fibrous,brown,cinnamon,partial,orange,none,flaring,white,brown,numerous,woods,medium,high,high,low,1
flat,medium,scaly,green,bruises,creosote,descending,close,narrow,red,enlarging,club,silky,smooth,yellow,brown,universal,brown,one,flaring,yellow,purple,abundant,waste,high,medium,low,medium,0
convex,small,grooves,cinnamon,no,fishy,free,crowded,narrow,green,tapering,club,fibrous,scaly,red,pink,partial,yellow,none,pendant,white,buff,numerous,grasses,high,low,low,medium,2
bell,large,scaly,green,no,foul,descending,distant,broad,brown,enlarging,club,smooth,smooth,yellow,cinnamon,universal,orange,two,evanescent,purple,red,solitary,urban,medium,medium,medium,medium,0
flat,medium,smooth,brown,bruises,foul,attached,crowded,broad,gray,enlarging,missing,scaly,silky,gray,orange,universal,yellow,one,evanescent,green,green,clustered,urban,medium,high,low,low,0
convex,large,smooth,yellow,bruises,foul,free,distant,narrow,green,tapering,bulbous,silky,smooth,gray,yellow,partial,white,none,pendant,brown,white,abundant,waste,high,low,low,high,0
convex,small,smooth,white,no,none,notched,crowded,broad,green,tapering,missing,smooth,smooth,orange,brown,universal,white,none,none,green,red,abundant,paths,low,high,high,medium,3
knobbed,small,scaly,cinnamon,no,none,notched,crowded,broad,gray,enlarging,rooted,silky,scaly,red,gray,universal,orange,two,large,yellow,purple,scattered,leaves,medium,low,medium,high,3
convex,medium,fibrous,yellow,bruises,musty,attached,crowded,broad,pink,enlarging,rooted,scaly,smooth,yellow,white,universal,yellow,none,zone,orange,gray,solitary,woods,high,high,high,low,2
conical,medium,smooth,yellow,no,creosote,attached,distant,narrow,black,tapering,missing,fibrous,scaly,cinnamon,gray,universal,white,none,pendant,black,red,solitary,paths,high,medium,high,medium,2
sunken,large,fibrous,brown,bruises,musty,attached,distant,narrow,green,enlarging,rhizomorphs,smooth,scaly,buff,pink,partial,yellow,two,evanescent,brown,brown,numerous,leaves,high,high,low,medium,0
knobbed,medium,scaly,cinnamon,no,anise,notched,crowded,broad,white,tapering,rooted,smooth,fibrous,orange,yellow,partial,orange,one,zone,brown,buff,numerous,woods,high,low,high,medium,2
sunken,medium,scaly,brown,no,anise,free,close,broad,white,enlarging,rhizomorphs,smooth,scaly,white,buff,universal,orange,two,none,white,buff,abundant,meadows,high,medium,medium,medium,1
bell,small,fibrous,white,bruises,spicy,free,close,narrow,green,tapering,rhizomorphs,scaly,fibrous,yellow,white,partial,brown,one,none,white,buff,solitary,leaves,medium,high,low,low,3
bell,small,grooves,buff,no,anise,attached,crowded,broad,brown,enlarging,rooted,smooth,smooth,brown,pink,universal,yellow,one,flaring,yellow,green,solitary,woods,low,high,medium,high,2
bell,small,grooves,red,bruises,fishy,free,crowded,narrow,chocolate,tapering,cup,smooth,silky,white,buff,universal,orange,two,evanescent,yellow,brown,solitary,meadows,medium,high,high,medium,1
sunken,large,fibrous,yellow,no,almond,free,close,broad,chocolate,tapering,equal,silky,smooth,gray,brown,universal,white,two,zone,yellow,yellow,clustered,leaves,medium,high,low,low,3
convex,medium,smooth,brown,no,musty,notched,close,broad,buff,enlarging,club,silky,fibrous,cinnamon,red,universal,orange,none,large,orange,gray,abundant,urban,high,high,medium,low,0
flat,large,smooth,buff,no,none,attached,close,broad,orange,tapering,cup,smooth,silky,red,pink,universal,yellow,none,zone,green,pink,abundant,paths,medium,low,low,high,3
flat,small,fibrous,buff,bruises,foul,free,crowded,broad,buff,tapering,rooted,silky,smooth,brown,yellow,partial,white,one,none,yellow,yellow,numerous,leaves,low,medium,high,medium,3
sunken,medium,scaly,gray,bruises,spicy,free,distant,narrow,brown,enlarging,rhizomorphs,smooth,smooth,pink,cinnamon,partial,yellow,one,large,yellow,purple,abundant,woods,high,low,high,high,1
conical,small,fibrous,cinnamon,no,almond,attached,distant,narrow,chocolate,tapering,rhizomorphs,silky,silky,white,gray,partial,brown,none,none,purple,buff,solitary,leaves,high,high,medium,medium,1
convex,large,grooves,cinnamon,no,none,attached,distant,broad,purple,tapering,equal,silky,scaly,white,brown,universal,orange,none,pendant,green,yellow,abundant,paths,medium,low,low,high,0
flat,small,scaly,red,no,musty,attached,distant,narrow,red,enlarging,rooted,smooth,smooth,cinnamon,cinnamon,partial,orange,one,none,orange,yellow,several,woods,medium,high,high,low,2
flat,medium,fibrous,red,no,foul,descending,distant,narrow,red,enlarging,cup,fibrous,scaly,gray,orange,universal,white,one,zone,black,white,abundant,waste,medium,high,high,medium,0
convex,small,smooth,pink,no,anise,notched,distant,narrow,brown,enlarging,bulbous,fibrous,scaly,pink,gray,universal,orange,two,none,buff,buff,several,paths,high,medium,medium,high,3
flat,medium,scaly,red,no,fishy,free,close,narrow,brown,tapering,rooted,fibrous,scaly,cinnamon,yellow,universal,brown,none,pendant,purple,yellow,clustered,woods,high,medium,low,medium,2
conical,medium,grooves,gray,no,anise,free,crowded,broad,black,tapering,cup,smooth,silky,red,pink,universal,white,two,large,black,gray,several,paths,high,low,low,low,0
knobbed,large,grooves,white,bruises,none,free,distant,narrow,green,enlarging,cup,smooth,smooth,gray,cinnamon,partial,brown,none,pendant,orange,cinnamon,abundant,urban,high,high,low,high,0
sunken,small,grooves,gray,bruises,anise,attached,crowded,broad,black,enlarging,rhizomorphs,smooth,scaly,red,cinnamon,universal,brown,none,none,yellow,red,abundant,urban,medium,high,low,low,1
bell,small,fibrous,brown,bruises,spicy,free,crowded,narrow,red,tapering,missing,fibrous,fibrous,brown,red,partial,orange,none,flaring,green,pink,scattered,grasses,medium,high,low,high,3
knobbed,small,smooth,white,no,creosote,free,close,narrow,purple,enlarging,equal,scaly,scaly,red,cinnamon,universal,yellow,one,none,purple,red,clustered,woods,medium,medium,high,high,1
flat,small,grooves,white,bruises,musty,descending,crowded,broad,black,tapering,club,smooth,smooth,yellow,yellow,universal,white,none,large,buff,pink,solitary,leaves,high,low,low,high,0
sunken,small,scaly,white,bruises,anise,free,close,broad,white,tapering,missing,smooth,scaly,pink,buff,universal,orange,two,flaring,brown,buff,solitary,meadows,low,high,medium,medium,1
conical,large,scaly,yellow,bruises,musty,descending,distant,broad,buff,enlarging,rooted,smooth,silky,white,brown,universal,orange,one,evanescent,purple,purple,solitary,woods,low,high,low,low,2
convex,small,smooth,gray,no,musty,descending,crowded,broad,buff,enlarging,rhizomorphs,silky,scaly,yellow,buff,universal,white,one,sheathing,white,buff,clustered,leaves,medium,high,high,medium,0
bell,large,fibrous,white,bruises,musty,attached,close,broad,chocolate,enlarging,rooted,fibrous,smooth,yellow,buff,universal,white,one,sheathing,chocolate,green,solitary,woods,low,high,medium,medium,2
bell,medium,fibrous,pink,bruises,musty,free,distant,broad,chocolate,enlarging,equal,fibrous,smooth,yellow,red,partial,yellow,none,large,white,white,abundant,paths,low,high,medium,high,0
conical,large,fibrous,green,no,fishy,free,crowded,broad,green,enlarging,bulbous,fibrous,smooth,brown,white,partial,yellow,two,large,purple,buff,solitary,waste,high,medium,medium,medium,0
sunken,small,grooves,green,no,almond,notched,close,narrow,yellow,tapering,rhizomorphs,silky,smooth,brown,gray,universal,white,two,pendant,black,white,solitary,grasses,low,medium,high,low,3
conical,large,grooves,yellow,no,none,notched,distant,narrow,orange,enlarging,missing,silky,smooth,buff,yellow,universal,white,none,pendant,white,white,clustered,woods,low,high,medium,low,1
conical,large,scaly,green,bruises,anise,attached,distant,broad,pink,tapering,rhizomorphs,fibrous,fibrous,orange,red,universal,white,one,none,orange,green,abundant,leaves,low,low,low,high,1
bell,large,grooves,cinnamon,no,musty,attached,distant,broad,chocolate,tapering,cup,smooth,silky,buff,white,partial,yellow,two,evanescent,yellow,pink,abundant,paths,medium,high,high,low,1
convex,small,smooth,purple,bruises,almond,descending,distant,narrow,white,enlarging,rhizomorphs,fibrous,scaly,buff,gray,universal,brown,two,none,chocolate,yellow,numerous,woods,medium,medium,low,medium,1
sunken,medium,scaly,white,bruises,pungent,attached,crowded,broad,black,enlarging,rhizomorphs,scaly,smooth,cinnamon,pink,partial,brown,two,evanescent,black,red,abundant,grasses,medium,low,high,low,0
convex,small,smooth,white,bruises,pungent,notched,close,narrow,gray,tapering,club,fibrous,fibrous,white,red,partial,brown,one,evanescent,yellow,yellow,numerous,paths,medium,high,low,high,0
flat,small,smooth,cinnamon,no,none,attached,crowded,broad,purple,enlarging,rhizomorphs,fibrous,silky,buff,white,universal,yellow,two,sheathing,black,buff,abundant,leaves,medium,high,medium,high,3
knobbed,large,grooves,buff,bruises,spicy,attached,crowded,broad,white,enlarging,bulbous,scaly,scaly,cinnamon,buff,universal,orange,one,large,orange,gray,abundant,paths,high,high,high,high,0
convex,medium,smooth,gray,bruises,anise,descending,close,broad,chocolate,enlarging,rhizomorphs,smooth,scaly,red,orange,universal,brown,none,none,white,white,numerous,urban,high,medium,high,medium,3
sunken,small,smooth,red,bruises,creosote,notched,close,narrow,black,enlarging,missing,smooth,scaly,cinnamon,yellow,universal,yellow,one,none,buff,buff,clustered,woods,low,high,low,medium,2
sunken,small,scaly,gray,bruises,foul,attached,distant,narrow,black,tapering,equal,silky,smooth,gray,red,universal,brown,two,evanescent,brown,gray,solitary,woods,low,high,low,high,3
flat,small,grooves,red,no,creosote,notched,distant,narrow,white,enlarging,rhizomorphs,fibrous,scaly,yellow,cinnamon,partial,brown,two,none,white,yellow,several,woods,low,low,medium,medium,1
flat,small,scaly,white,bruises,almond,descending,close,broad,red,enlarging,missing,silky,smooth,buff,buff,universal,brown,two,pendant,orange,purple,abundant,grasses,high,medium,low,low,0
convex,medium,scaly,white,bruises,none,free,distant,broad,chocolate,enlarging,bulbous,smooth,scaly,yellow,orange,universal,orange,none,sheathing,buff,gray,clustered,grasses,medium,high,low,high,0
convex,large,smooth,white,no,creosote,free,close,broad,green,tapering,rhizomorphs,smooth,silky,white,red,partial,orange,two,flaring,black,yellow,clustered,leaves,medium,high,medium,low,3
convex,small,fibrous,brown,no,none,attached,close,broad,purple,enlarging,missing,scaly,fibrous,yellow,brown,universal,brown,one,none,chocolate,red,clustered,leaves,low,low,high,medium,0
sunken,small,grooves,purple,no,none,notched,crowded,broad,pink,enlarging,rhizomorphs,scaly,fibrous,red,cinnamon,partial,brown,one,none,buff,red,numerous,waste,medium,medium,medium,low,1
convex,medium,smooth,white,bruises,anise,free,distant,broad,chocolate,enlarging,bulbous,fibrous,smooth,pink,white,universal,orange,none,pendant,chocolate,yellow,clustered,urban,high,high,high,high,0
knobbed,medium,smooth,brown,bruises,anise,attached,distant,narrow,orange,enlarging,missing,smooth,fibrous,buff,orange,universal,yellow,one,flaring,green,gray,clustered,waste,low,high,medium,medium,0
convex,small,fibrous,cinnamon,bruises,anise,attached,distant,narrow,green,enlarging,cup,silky,scaly,cinnamon,cinnamon,universal,yellow,one,none,yellow,yellow,solitary,waste,high,low,medium,low,0
convex,medium,fibrous,purple,no,foul,free,crowded,broad,black,tapering,equal,silky,fibrous,brown,brown,universal,yellow,one,large,yellow,white,solitary,urban,high,medium,medium,high,0
sunken,large,grooves,white,no,fishy,attached,crowded,broad,orange,enlarging,equal,fibrous,silky,gray,buff,universal,orange,none,large,buff,white,abundant,urban,medium,medium,low,high,0
sunken,small,smooth,white,bruises,none,attached,crowded,broad,red,tapering,cup,fibrous,silky,gray,pink,universal,orange,none,sheathing,yellow,gray,numerous,leaves,high,medium,medium,low,3
flat,large,scaly,white,bruises,foul,free,distant,narrow,yellow,tapering,cup,scaly,smooth,cinnamon,orange,universal,orange,two,pendant,brown,brown,abundant,meadows,medium,low,high,high,1
convex,small,grooves,white,bruises,none,notched,crowded,broad,black,enlarging,equal,fibrous,scaly,brown,gray,universal,orange,one,flaring,yellow,brown,abundant,woods,medium,medium,high,high,0
flat,medium,fibrous,yellow,bruises,pungent,descending,close,narrow,pink,enlarging,rhizomorphs,scaly,smooth,red,brown,partial,brown,two,evanescent,green,green,scattered,woods,medium,high,low,high,2
